Ano,2010,2015,2020,2024
Kcal,ND,121,0,122
Proteínas,2.346,2.2,0,2.2
Grasas,4.413,3.5,0,3.5
Colesterol,ND,1,0,0.8
Carbohidratos,21.3,20.4,0,20.4
Azúcares,12.516,12.0,12.1,12.2
Fibra,ND,0,0,0
Sodio,69.6,82.0,0,82.0
