Ano,2010,2015,2020,2024
Kcal,ND,113,0,119
Proteínas,2.196,1.6,0,2.5
Grasas,2.526,0.8,0,1.4
Colesterol,ND,0,0,0
Carbohidratos,22.44,25,0,24.0
Azúcares,8.571,10.0,10.0,9.0
Fibra,ND,0.7,0,2.6
Sodio,54.3,141,0,91.0
