Ano,2010,2015,2020,2024
Kcal,ND,111,0,98
Proteínas,2.196,3.0,0,2.8
Grasas,2.526,1.7,0,1.1
Colesterol,ND,0,0,0
Carbohidratos,22.44,21.1,0,19.9
Azúcares,10.35,5.0,1.0,0.45
Fibra,ND,2.8,0,3.7
Sodio,54.3,97.0,0,113
